date,3EURpool-f,BEAN3CRV-f,BTCpx/sbtcCRV-f,BUSD-3Crv,CRVlvUSD3CRV-f,D3-f,DAI-USDC-USDT,DAI-USDC-USDT-sUSD,DOLA3POOL3CRV-f,DSU3CRV-f,DUSD-3Crv,ETH-sETH,EURN/EURT-f,EUROC/3CRV3CRV-f,FEI3CRV3CRV-f,FIAT+3Crv3CRV-f,GUSD-3Crv,HBTC-WBTC,HOME+3crv3CRV-f,HUSD-3Crv,MIM-UST-f,OUSD3CRV-f,PUSd-3CRV-f,PWRD3CRV-f,PWRD3CRV3CRV-f,RAMP rUSD3CRV-f,RSV-3Crv,STETHETH_C-f,TUSD-3Crv,TriCRV-f,USDD3CRV3CRV-f,USDK-3Crv,USDM3CRV-f,USDN-3Crv,UST-FRAX-f,UST_whv23CRV-f,XIM3CRV-f,XSTUSD3CRV-f,a3CRV,aETHb-f,aMATICb-f,aUSDC+aDAI-f,ag+ib-EUR-f,alETH+ETH-f,ankrCRV,bBTC/sbtcCRV,bveCVX-CVX-f,cDAI-cUSDC,cDAI-cUSDC-USDT,clevCVX-f,crv3crypto,crvTricrypto,cvxcrv-f,dfx2CAD-f,europool-f,eursCRV,fxEUR_CRV-f,ib3CRV,ibAUD+sAUD-f,ibCHF+sCHF-f,ibEUR+sEUR-f,ibGBP+sGBP-f,ibJPY+sJPY-f,ibKRW+sKRW-f,ibZAR+ZARP-f,ibbtc/sbtcCRV-f,ibbtc/sbtcCRV-f,linkCRV,mUSD-3Crv,oBTC/sbtcCRV,pBTC/sbtcCRV,pax-usdp3CRV-f,pbtc/sbtcCRV-f,rCRV,rETHwstETH-f,renBTC-WBTC,renBTC-WBTC-sBTC,sETH2stETH-f,sUSD3CRV-f,saCRV,sdAGAG-f,sdCRV-f,sdCRVCRV-f,sdFXSFXS-f,steCRV,tbtc/sbtcCrv,tbtc2/sbtcCRV-f,usdp3CRV,ust3CRV,xFraxTplLP-f,yDAI-yUSDC-yUSDT-yBUSD,yDAI-yUSDC-yUSDT-yTUSD,ycDAI-ycUSDC-ycUSDT-USDP
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,13.41494375809181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,14.414932119758584,16.050851877271764,0.0,0.0,11.45259321250122,14.174970721926108,0.0,0.0,0.0,0.0,16.680579276651287,7.8651591826996,0.0,16.613000540648713,0.0,0.0,0.0,0.0,0.0,0.0,21.87638147787008,0.0,14.945195671366546,0.0,0.0,33.784673418964026,0.0,32.19518713775572,0.0,0.0,0.0,0.0,11.986956754615004,0.0,0.0,0.0,0.0,0.0,8.06403257291811,2.4673424697530812,0.0,12.352905284249507,8.484318640219325,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,31.92095421979661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,19.232765466969834,2.28132246726684,0.99348073812338,0.0,0.0,0.0,0.0,1.732579034769636,1.8963398832462248,0.0,0.0,18.73447123751622,0.0,0.0,0.0,0.0,5.927932267277245,4.051882097186549,0.0,38.78421658426537,17.735369878564132,0.0,7.661713007608492,4.668932539946235,16.66757240197555
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,13.928092031516618,15.42809019765928,0.0,0.0,10.839507617593128,13.785446140255777,0.0,0.0,0.0,0.0,16.462611318883805,7.569299445367125,0.0,16.094452260694116,0.0,0.0,0.0,0.0,0.0,0.0,20.95471256315384,0.0,14.616897554644034,0.0,0.0,32.730320988296896,0.0,31.01040414395432,0.0,0.0,0.0,0.0,11.512946382977034,0.0,0.0,0.0,0.0,0.0,6.048086859907204,2.1580610357864654,0.0,12.382822892674872,8.218677875326035,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,29.609037421852534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,19.00017505188862,2.14476402181276,0.9789413391287484,0.0,0.0,0.0,0.0,1.7111723630930336,1.8272067116180477,0.0,0.0,17.920012452343755,0.0,0.0,0.0,0.0,5.567320384527599,3.929517850536183,0.0,36.510380821571516,15.70608887701569,0.0,7.448898740052,4.710716647285547,16.147244186369203
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,13.882630466144477,15.327535240921309,0.0,0.0,10.93667273439217,12.524018659661154,0.0,0.0,0.0,0.0,17.687061728442565,7.151914275693502,0.0,16.025182999269106,0.0,0.0,0.0,0.0,0.0,0.0,21.069246709651633,0.0,14.554273918057973,0.0,0.0,32.58966691172911,0.0,30.69483462754368,0.0,0.0,0.0,0.0,11.587863066735112,0.0,0.0,0.0,0.0,0.0,6.643470110495632,2.850545997458661,0.0,12.615999217107166,8.181707738414012,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,29.80913611801957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,19.522824658424458,2.1739074248929557,0.8382301891260281,0.0,0.0,0.0,0.0,1.710084424372243,1.771634488608974,0.0,0.0,17.60091971186976,0.0,0.0,0.0,0.0,5.114782511118172,3.7289699339622286,0.0,35.30076040270237,16.94503484495965,0.0,7.746163688340643,4.723950079506339,16.078145729552602
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,14.481692042670035,16.156882006202654,0.0,0.0,11.617349966432505,13.080264292558585,0.0,0.0,0.0,0.0,17.922308904338855,7.420523593068243,0.0,16.761766609736014,0.0,0.0,0.0,0.0,0.0,0.0,22.03783919717153,0.0,15.223664545999812,0.0,0.0,34.08815938222276,0.0,37.7962404004004,0.0,0.0,0.0,0.0,12.133277930375659,0.0,0.0,0.0,0.0,0.0,7.074815330328545,3.40020351222149,0.0,13.290345322871405,8.557053689467885,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,30.314987241435766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,27.024794798836105,2.250040745930031,0.8099093628796341,0.0,0.0,0.0,0.0,1.8037828119926416,1.8882204937614118,0.0,0.0,18.509859247208997,0.0,0.0,0.0,0.0,5.179179300974864,3.8994484484259773,0.0,36.01334861777293,17.09059963757116,0.0,8.117583638673826,5.03540806126641,16.81723290428411
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,13.999557018116409,15.810895612465789,0.0,0.0,11.391306376243389,12.984411030782464,0.0,0.0,0.0,0.0,18.298764177562653,7.321596831919441,0.0,16.400726399555566,0.0,0.0,0.0,0.0,0.0,0.0,21.563104667650382,0.0,14.938330158931254,0.0,0.0,37.39127468935533,0.0,35.179583921439246,0.0,0.0,0.0,0.0,11.532756840705948,0.0,0.0,0.0,0.0,0.0,6.967264738685008,3.181046743798646,0.0,12.462670187912815,8.384308833744274,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,27.554447587453275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,26.43823933626549,2.0571376629572904,0.7934658893045213,0.0,0.0,0.0,0.0,1.829286096205037,1.6260076755223685,0.0,0.0,18.106578235588888,0.0,0.0,0.0,0.0,4.064948514531667,3.016474427428006,0.0,35.322573515365086,16.69376385741347,0.0,7.484303788916689,4.946326768805212,16.45483711313972
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,14.552690158061402,16.0351197467778,0.0,0.0,11.663061637060034,12.569559859525162,0.0,0.0,0.0,0.0,18.250293310069267,6.985072693431543,0.0,16.894408280566562,0.0,0.0,0.0,0.0,0.0,0.0,22.26096822133295,0.0,15.545348376308525,0.0,0.0,33.39133699721156,0.0,35.721289434531286,0.0,0.0,0.0,0.0,11.838104877320834,0.0,0.0,0.0,0.0,0.0,6.717088833800035,3.109520399275618,0.0,12.341133672318357,8.654102135171133,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,27.635207059830485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,27.293845431013747,1.882416552552686,0.6876274755886942,0.0,0.0,0.0,0.0,1.781631134577947,1.5571325981078752,0.0,0.0,18.711768943883182,0.0,0.0,0.0,0.0,3.796660416849878,2.936218838953292,0.0,36.47968326426719,25.78496942211036,0.0,7.761861728484089,5.230504270937606,16.988070211620002
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,14.335846318219811,15.76828969382372,0.0,0.0,10.848390853097614,12.139334485622348,0.0,0.0,0.0,0.0,16.73383665853743,7.02878876492887,0.0,16.864674142920624,0.0,0.0,0.0,0.0,0.0,0.0,22.214911166391264,0.0,15.519617052344243,0.0,0.0,33.342607130171594,0.0,37.540270783411074,0.0,0.0,0.0,0.0,12.46801676435922,0.0,0.0,0.0,0.0,0.0,5.372514554121358,1.7702515415460103,0.0,12.175472064500404,8.657411705665814,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,25.197978603067376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,27.0459868319675,1.9251339152751803,0.6945894499680295,0.0,0.0,0.0,0.0,1.7979210819655038,2.1522544753028083,0.0,0.0,17.503402777617808,0.0,0.0,0.0,0.0,3.823445522616619,2.965258954223447,0.0,36.14196827610463,23.161123967675167,0.0,7.791741588153607,4.015326710224584,16.957594524473993
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,10.234373853706174,20.169207823465296,0.0,0.0,13.742331108969688,14.789385315207582,0.0,0.0,0.0,0.0,20.822877629062848,8.855206325247938,0.0,21.312849431519005,0.0,0.0,0.0,0.0,0.0,0.0,28.10701791038094,0.0,19.69135362097731,0.0,0.0,41.91368906115021,0.0,43.894533157205565,0.0,0.0,0.0,0.0,16.198603571262733,0.0,0.0,0.0,0.0,0.0,7.9834531393588355,2.3613588521786175,0.0,15.286618862184865,10.869308149393692,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,32.35723933559045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,34.20219477856622,2.4378161950923283,0.8986143712819319,0.0,0.0,0.0,0.0,2.26579252546361,2.7099626836114896,0.0,0.0,21.5131330483067,0.0,0.0,0.0,0.0,4.813066522085106,3.799358617220809,0.0,43.34589495765214,28.87782840242628,0.0,9.880052754208085,5.137048663419463,21.44432224129607
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,10.862890619009779,19.81534827359725,0.0,0.0,13.310042434651455,15.04371226898838,0.0,0.0,0.0,0.0,20.324087098589164,8.96249635433636,0.0,16.22789828205352,0.0,0.0,0.0,0.0,0.0,0.0,28.272136654166392,0.0,18.83695206181332,0.0,0.0,40.91984457518345,0.0,39.56622564990348,0.0,0.0,0.0,0.0,12.487914253647022,0.0,0.0,0.0,0.0,0.0,8.36401318070966,2.4285739389206173,0.0,13.596896437609493,10.668943209228331,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,31.918160471830582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,31.225408970127628,2.476928529381802,0.8962971824115649,0.0,0.0,0.0,0.0,2.2861112279921842,3.386683073317487,0.0,0.0,18.022485587378704,0.0,0.0,0.0,0.0,4.916983603060034,3.863832029156431,0.0,41.02539744642215,26.888490007954495,0.0,7.847136879784718,5.0445821799757296,20.432195781937683
